Satisfaction Score,Online Security,Contract,Senior Citizen,Number of Referrals,Dependents,Tenure in Months,Internet Service,Paperless Billing,Total Extra Data Charges,Payment Method,Referred a Friend,Streaming Music,Streaming Movies,Monthly Charge,Total Revenue,Device Protection Plan
4,0,0,0,0,0,17,1,1,0,0,0,1,1,95.65,1999.38,1
4,1,2,1,0,0,64,1,1,0,0,0,0,1,108.95,8574.34,1
4,0,2,0,5,1,63,0,0,0,1,1,0,0,24.65,3396.46,0
3,0,2,0,1,1,23,0,0,0,1,1,0,0,20.9,888.9300000000001,0
1,0,0,0,1,0,15,1,1,0,0,1,0,0,84.3,1732.9,1
2,0,0,0,1,0,32,1,1,0,0,1,0,0,69.75,2519.91,0
2,0,0,1,1,0,36,1,1,0,1,1,1,1,85.25,4016.19,0
5,0,2,0,3,1,48,0,0,0,1,1,0,0,19.55,1519.83,0
3,1,2,1,5,0,72,1,1,0,1,1,1,1,84.1,9542.449999999999,1
3,0,1,0,1,1,34,1,1,0,0,1,1,1,78.95,2767.56,0
5,0,0,0,0,0,1,1,1,10,0,0,0,0,70.35,94.77,0
4,1,2,0,1,0,60,1,0,0,0,1,0,0,37.7,2288.7,0
5,0,1,0,8,0,4,0,0,0,0,1,0,0,20.5,257.96999999999997,0
2,0,0,1,0,0,47,1,1,0,0,0,0,0,95.05,5172.89,0
1,0,0,1,0,0,20,1,1,80,0,0,0,1,94.1,2837.0,1
1,1,1,0,4,0,7,1,1,0,0,1,1,0,49.75,584.28,0
3,0,2,0,0,1,27,0,0,0,1,0,0,0,19.7,1380.8600000000001,0
4,0,0,0,0,0,11,0,0,0,1,0,0,0,20.25,522.8199999999999,0
1,0,0,0,0,0,1,1,1,0,2,0,0,0,69.9,74.89,0
2,0,0,0,1,0,7,1,1,0,0,1,0,0,86.25,899.72,1
1,0,0,1,0,0,15,1,1,0,0,0,0,0,80.2,1398.45,0
2,0,0,0,0,0,1,0,0,0,1,0,0,0,19.5,51.95,0
1,1,0,1,0,0,40,1,1,0,1,0,0,0,79.2,5028.25,0
4,0,0,0,0,0,41,0,1,0,0,0,0,0,25.25,2686.0600000000004,0
4,1,0,0,6,0,60,1,1,0,0,1,1,1,109.45,6848.25,1
4,1,1,0,3,1,23,1,0,0,1,1,0,0,81.85,1941.9499999999998,0
4,0,1,1,9,1,61,1,1,0,0,1,0,0,65.2,6362.960000000001,1
3,0,0,0,1,1,13,1,0,0,0,1,1,1,97.0,1907.1,1
3,1,1,0,4,0,24,1,0,130,0,1,1,1,78.4,2721.28,0
5,0,0,0,3,0,9,1,1,0,0,1,1,1,79.75,830.12,0
3,0,2,1,5,0,61,0,0,0,0,1,0,0,25.0,2669.29,0
5,0,2,0,1,1,23,0,1,0,1,1,0,0,25.6,1102.17,0
4,1,0,0,0,0,24,1,0,0,1,0,0,0,56.35,2105.52,0
1,0,0,0,0,0,10,1,1,0,1,0,1,1,33.9,298.45,0
3,0,2,0,4,1,68,0,1,0,0,1,0,0,19.95,2646.25,0
1,1,2,0,0,0,67,1,1,0,0,0,1,1,79.7,8158.99,1
1,1,0,0,0,0,1,1,1,0,1,0,1,0,73.6,79.78999999999999,0
1,0,0,0,0,0,1,1,1,0,0,0,0,0,69.5,77.81,0
4,0,0,0,0,0,34,1,1,70,0,0,0,0,49.8,1970.46,0
3,0,0,1,0,0,68,1,1,0,0,0,0,1,95.9,7840.76,1
3,0,0,0,6,0,18,1,0,0,1,1,1,1,95.15,1796.96,1
3,0,1,0,6,0,43,1,1,0,0,1,0,0,64.85,3466.3399999999997,0
3,0,0,0,0,0,8,1,1,0,0,0,0,0,73.5,770.6,0
4,0,0,0,1,0,63,1,1,0,0,1,0,0,81.55,6361.5,0
4,0,0,1,2,0,7,1,1,0,0,1,0,0,75.4,682.64,0
3,1,0,0,1,0,17,1,0,0,0,1,0,0,78.9,1708.5,0
4,0,1,1,0,0,32,1,1,0,1,0,0,0,81.1,2635.84,1
3,0,1,0,0,0,25,1,0,0,0,0,1,1,54.2,1423.15,1
4,0,0,0,0,0,1,1,0,0,0,0,0,0,70.1,71.25,0
4,0,0,0,0,0,46,1,0,0,0,0,0,0,72.8,5140.0,0
3,0,0,0,0,0,1,0,0,0,1,0,0,0,19.65,36.56,0
5,0,1,0,10,0,51,1,1,0,1,1,1,1,78.65,5248.8,0
1,0,0,1,1,0,66,1,1,0,1,1,0,1,99.5,8726.91,1
3,1,0,0,10,0,2,1,0,0,0,1,0,0,90.35,199.8,0
4,1,1,0,0,0,39,1,0,0,0,0,0,0,41.15,1700.9,0
3,1,2,0,1,0,8,1,0,0,1,1,1,1,65.5,753.79,0
3,0,0,0,0,0,2,1,1,0,0,0,1,1,49.25,90.35,1
3,1,1,0,0,0,44,1,1,0,0,0,1,1,54.0,2434.78,1
3,0,2,1,9,0,67,1,0,0,0,1,1,1,102.9,10251.26,0
2,0,0,0,0,0,4,1,1,0,0,0,1,0,72.2,425.47,0
1,0,0,0,0,0,1,1,1,0,2,0,1,0,45.3,85.24,0
3,1,2,1,0,0,11,1,0,120,0,0,0,0,60.25,1314.58,0
3,0,0,0,0,0,13,1,1,0,0,0,0,0,23.9,300.8,0
3,0,0,0,1,0,1,1,0,0,1,1,1,0,44.7,76.78,0
3,1,0,0,0,0,46,1,1,0,1,0,0,0,89.15,5982.05,0
3,1,2,0,7,1,60,1,0,0,0,1,0,0,60.5,6288.85,1
1,0,0,1,1,0,29,1,1,0,0,1,1,1,99.05,3600.42,1
4,0,1,0,7,0,69,1,1,0,1,1,1,1,60.8,4263.4,1
1,1,1,0,1,0,47,1,1,0,1,1,1,1,110.85,6164.8099999999995,1
4,0,0,0,0,0,8,1,0,0,0,0,0,0,49.4,575.45,0
2,0,0,0,0,0,2,1,1,0,0,0,1,1,96.0,271.48,0
2,0,1,0,1,0,33,1,1,60,0,1,1,1,95.8,4476.15,1
2,0,0,0,0,0,1,0,0,0,1,0,0,0,20.15,60.66,0
4,0,1,0,0,0,31,0,0,0,2,0,0,0,20.95,1668.74,0
3,0,2,0,0,0,55,1,1,0,2,0,1,1,64.75,5102.1,1
1,0,1,0,1,0,56,1,1,150,0,1,1,1,98.25,6731.31,0
1,0,0,0,0,0,2,1,1,0,0,0,0,0,76.5,196.89,0
1,1,0,0,2,1,7,1,1,0,0,1,0,0,34.5,279.25,0
1,0,0,0,1,0,3,1,1,0,2,1,1,0,56.15,256.02,1
3,0,0,0,0,0,1,1,1,0,0,0,1,1,93.85,110.0,0
4,1,2,0,9,1,72,1,1,0,0,1,1,1,110.45,11416.210000000001,1
3,0,0,0,0,0,1,1,0,0,1,0,0,0,24.4,24.4,0
4,1,2,0,3,0,52,1,0,0,1,1,1,1,66.25,3330.1,1
3,1,2,0,4,1,72,1,1,0,1,1,1,1,83.6,6883.780000000001,1
4,0,1,0,1,1,57,1,1,0,1,1,1,1,97.55,5836.26,1
5,0,1,0,1,1,15,0,0,0,1,1,0,0,19.65,591.85,0
1,0,0,0,0,0,57,1,1,80,0,0,1,0,39.3,2191.45,0
4,1,1,0,5,0,40,1,0,0,0,1,1,1,105.75,5116.55,1
4,0,2,1,0,0,57,1,1,0,0,0,0,1,79.75,4956.9,1
5,0,1,0,0,1,53,1,1,0,0,0,1,1,84.6,5220.37,1
3,0,1,1,4,0,61,1,1,0,0,1,0,0,82.15,6524.400000000001,0
3,1,2,0,5,0,38,1,1,0,0,1,1,1,60.0,2193.2,0
4,0,0,0,0,0,3,1,0,0,0,0,0,0,30.4,82.15,0
3,1,0,0,5,1,56,1,1,0,1,1,1,1,109.6,6733.64,1
3,0,0,0,0,0,3,0,0,0,1,0,0,0,19.95,66.07,0
3,1,0,0,6,0,32,1,1,0,0,1,0,0,75.5,2942.2999999999997,0
5,0,1,0,0,0,27,0,0,0,1,0,0,0,19.15,1046.21,0
5,0,1,0,1,1,44,0,0,0,0,1,0,0,20.6,2463.3599999999997,0
5,0,1,0,10,1,9,0,0,0,1,1,0,0,20.25,285.3,0
3,1,2,1,4,0,72,1,0,0,0,1,0,0,78.5,7932.889999999999,0
5,0,2,0,10,1,23,0,0,0,1,1,0,0,19.6,1209.57,0
4,0,0,0,0,0,23,1,1,0,1,0,0,0,96.9,2280.95,1
4,0,2,0,6,0,62,1,1,0,0,1,0,0,39.0,2337.45,0
3,0,0,1,0,0,7,1,1,0,0,0,0,0,84.8,823.52,0
2,0,0,0,1,0,15,1,1,0,0,1,1,1,101.1,2114.55,1
5,0,0,0,0,0,26,0,1,0,0,0,0,0,20.3,858.0899999999999,0
1,1,0,1,0,0,9,1,0,0,0,0,0,0,54.55,516.1,0
4,0,1,0,0,0,30,1,0,0,1,0,1,1,110.45,3721.8500000000004,1
2,0,1,0,1,0,19,1,0,0,0,1,1,1,100.0,2723.7000000000003,0
4,1,0,0,10,1,1,1,1,0,1,1,0,0,48.75,75.01,0
5,0,0,0,0,0,1,1,0,0,2,0,0,0,71.1,108.60999999999999,0
4,1,1,1,0,0,71,1,1,0,1,0,0,0,99.65,7458.86,0
4,0,0,0,0,0,11,1,0,0,0,0,1,1,84.8,1225.02,1
2,0,0,0,0,0,31,1,1,0,0,0,1,1,89.9,2961.9500000000003,1
5,0,0,0,0,1,4,0,1,0,1,0,0,0,25.45,240.07999999999998,0
1,0,0,0,0,0,13,1,1,0,0,0,1,1,80.85,1171.72,0
5,0,0,0,0,0,37,1,1,0,1,0,1,1,40.2,1478.85,1
3,0,0,1,0,0,27,1,0,0,1,0,0,1,88.3,2925.13,1
1,1,0,0,0,0,3,1,1,0,1,0,0,0,35.45,106.85,0
4,0,2,1,10,0,44,1,0,0,0,1,0,1,104.15,5412.17,1
5,0,2,1,0,0,31,1,1,100,0,0,0,0,90.7,4393.16,0
1,0,0,0,1,0,42,1,1,0,0,1,1,1,94.2,4473.58,0
5,0,0,0,7,1,7,1,0,0,0,1,0,0,44.75,534.55,0
3,0,0,0,0,0,6,1,1,0,0,0,1,1,89.25,702.33,1
4,1,2,0,1,1,72,1,1,0,1,1,1,1,91.95,8566.1,1
3,0,1,0,7,0,33,1,1,0,1,1,0,0,51.45,3345.87,0
4,1,1,0,0,0,37,1,1,0,0,0,1,1,90.6,4996.93,1
4,1,2,0,0,0,66,1,1,0,0,0,1,1,105.65,8887.86,1
3,0,2,1,9,0,72,0,1,0,1,1,0,0,25.7,2547.96,0
3,0,2,0,0,1,56,0,1,0,1,0,0,0,24.8,2682.52,0
1,0,0,1,2,0,7,1,1,0,0,1,1,1,101.95,943.47,1
4,0,2,0,4,1,69,1,1,0,1,1,1,1,54.95,3772.5,1
3,1,0,0,0,0,18,1,1,0,0,0,0,0,68.35,2176.04,1
3,0,0,0,0,0,7,1,1,0,1,0,0,0,59.5,431.63,0
3,0,1,0,1,1,8,1,1,0,1,1,0,0,43.45,399.74,0
3,1,0,0,6,0,22,1,0,0,1,1,0,0,95.9,3018.5899999999997,0
3,1,0,0,0,0,22,1,0,0,0,0,0,0,59.0,2342.16,0
1,0,0,0,0,0,4,1,0,70,0,0,1,0,70.4,515.48,0
2,1,0,1,0,0,55,1,1,0,0,0,1,1,98.8,6108.9,0
4,0,0,0,0,1,3,0,1,0,1,0,0,0,20.05,189.0,0
4,0,0,0,0,0,58,1,1,0,0,0,1,1,95.3,7879.599999999999,0
1,0,0,0,0,0,7,1,1,0,0,0,1,1,93.85,744.1700000000001,0
4,0,0,0,1,0,56,1,0,0,1,1,1,1,89.7,5123.53,0
3,0,0,0,0,0,12,0,0,0,1,0,0,0,19.7,444.87,0
4,1,0,0,1,1,60,1,1,0,1,1,1,1,79.05,7049.0,0
4,1,2,0,3,0,71,1,0,0,1,1,1,1,58.65,4145.25,0
5,0,2,1,0,0,68,0,1,0,1,0,0,0,20.0,2108.64,0
1,1,0,0,5,0,13,1,0,0,0,1,1,1,84.05,1460.29,0
1,0,0,1,0,0,13,1,1,0,0,0,1,1,95.05,1537.39,0
3,0,2,1,0,0,4,1,1,0,1,0,0,1,50.95,207.35,0
3,0,1,0,1,0,13,1,0,0,0,1,0,0,43.8,976.02,0
1,0,0,0,1,0,1,1,1,0,0,1,0,0,74.6,119.32999999999998,0
3,0,0,0,1,0,47,0,0,0,0,1,0,0,25.4,1612.49,0
3,1,2,0,8,1,72,1,0,0,1,1,1,1,81.0,5946.56,1
4,0,1,0,0,0,12,0,0,0,1,0,0,0,19.7,700.6999999999999,0
4,0,0,0,0,0,63,1,0,130,0,0,1,1,105.4,8275.19,0
3,0,2,0,0,0,72,0,1,0,1,0,0,0,19.8,3660.4300000000003,0
4,0,0,0,1,1,13,0,1,0,1,1,0,0,19.85,774.6,0
4,0,1,0,0,0,68,1,0,10,1,0,0,0,79.6,6728.23,1
3,0,0,0,0,0,51,1,0,10,0,0,0,0,81.0,6285.18,0
3,0,2,1,5,1,14,1,1,0,0,1,0,1,95.8,1547.76,0
3,0,0,0,0,0,1,1,1,0,0,0,0,0,79.95,83.08,0
3,1,2,0,1,1,72,1,0,0,1,1,1,1,103.95,10824.66,1
1,0,0,0,0,0,1,1,1,0,0,0,1,1,95.45,101.04,0
5,0,0,0,6,0,10,1,1,0,1,1,1,1,67.8,1023.9499999999999,1
3,0,2,0,5,1,41,0,1,0,1,1,0,0,20.0,1536.62,0
3,0,2,0,0,0,17,0,0,0,1,0,0,0,19.15,785.04,0
3,1,1,0,3,1,37,1,0,0,0,1,1,1,75.1,2700.2400000000002,0
1,0,0,0,0,0,2,1,0,0,0,0,0,0,69.75,197.43,0
3,1,0,0,6,0,57,1,0,0,0,1,0,0,55.7,4019.37,0
3,1,2,0,2,1,67,1,0,0,1,1,0,0,54.2,3623.95,1
3,0,2,1,1,0,25,1,0,0,0,1,1,1,88.4,2677.15,1
5,0,0,0,0,0,14,1,1,0,1,0,0,0,80.05,1135.96,0
4,0,1,1,0,0,35,1,1,0,0,0,0,1,73.0,2577.65,1
3,0,1,0,0,0,14,1,0,0,1,0,0,0,51.45,1064.41,0
1,0,0,0,1,0,13,1,1,0,1,1,1,1,102.25,1756.15,1
1,0,0,1,0,0,2,1,0,0,0,0,0,0,24.35,41.85,0
3,0,0,1,0,0,53,1,1,0,1,0,0,0,73.8,4891.07,0
3,1,2,1,0,0,66,1,1,0,0,0,1,1,102.4,7161.55,0
4,0,1,1,5,0,45,0,0,0,1,1,0,0,24.7,3195.2999999999997,0
1,1,0,0,0,0,1,1,1,0,0,0,0,0,81.7,91.51,0
3,0,0,0,5,0,42,1,1,0,1,1,1,0,25.1,1097.15,0
5,0,1,0,10,1,50,1,1,0,0,1,0,0,44.8,4025.13,0
1,0,0,1,1,0,29,1,1,0,0,1,0,1,94.45,2834.9,0
1,0,0,0,0,0,4,1,0,0,0,0,1,0,78.45,498.29,0
3,0,2,0,2,0,72,0,0,0,1,1,0,0,25.4,4179.780000000001,0
1,0,0,0,0,0,1,0,1,0,1,0,0,0,20.2,65.69,0
1,0,0,1,0,0,8,1,1,0,0,0,0,0,69.7,679.97,0
1,0,0,0,0,0,2,1,0,0,1,0,0,0,74.9,223.71,0
3,0,1,0,0,1,33,0,1,0,1,0,0,0,20.15,1380.4299999999998,0
4,1,2,0,1,0,61,1,1,0,0,1,1,1,80.8,7495.96,1
4,0,0,0,9,0,60,1,1,0,0,1,1,1,99.8,8054.549999999999,0
4,0,1,0,0,0,29,0,0,0,2,0,0,0,20.35,1231.8600000000001,0
2,0,0,0,1,0,17,1,1,0,0,1,0,0,69.0,1914.14,0
4,1,2,0,1,0,43,1,1,0,0,1,1,1,78.8,5092.1900000000005,1
3,0,1,0,6,0,10,1,0,0,1,1,0,0,49.55,737.4000000000001,0
2,0,1,0,1,0,23,1,1,0,1,1,0,0,48.35,1200.5500000000002,0
3,0,0,0,0,1,22,0,0,0,0,0,0,0,19.05,1475.95,0
1,0,0,0,0,0,1,1,0,10,0,0,0,0,45.8,77.91,0
4,0,2,1,4,0,70,1,1,0,1,1,0,0,75.65,6566.629999999999,0
2,0,0,0,1,0,14,1,1,0,0,1,1,1,85.15,1398.92,0
3,1,1,0,1,0,26,1,1,0,1,1,1,1,90.1,2931.1400000000003,1
3,0,0,0,0,0,2,1,1,0,0,0,1,1,80.95,205.81,0
4,0,1,0,10,0,70,1,1,120,0,1,1,1,51.05,3755.15,1
4,0,0,0,1,1,4,0,0,0,1,1,0,0,18.85,240.36,0
5,0,2,0,7,1,72,0,0,0,0,1,0,0,23.75,3201.33,0
5,0,1,0,3,0,33,0,0,0,1,1,0,0,20.1,2249.7599999999998,0
4,0,2,0,7,0,60,0,0,0,1,1,0,0,19.95,3066.55,0
4,0,1,0,1,1,37,0,0,0,1,1,0,0,19.8,2264.0,0
1,0,0,1,0,0,1,1,1,0,0,0,1,1,86.0,114.82,0
3,0,2,1,0,0,39,1,1,0,0,0,0,1,99.75,4427.17,1
5,0,2,0,0,0,8,0,0,0,1,0,0,0,20.85,253.33,0
4,0,2,0,7,0,72,1,1,0,0,1,1,1,97.85,7025.62,1
2,0,0,1,6,0,66,1,1,0,1,1,0,1,100.05,10162.0,0
3,0,0,0,0,0,5,0,1,0,1,0,0,0,19.25,191.10000000000002,0
4,0,0,0,0,0,4,1,1,10,1,0,1,1,100.85,441.01,0
3,0,1,0,0,0,36,0,1,0,0,0,0,0,19.25,2474.4,0
1,0,0,0,0,0,2,1,1,0,0,0,0,0,91.4,272.84,1
3,1,0,0,1,1,32,1,0,0,0,1,1,1,76.3,3441.91,1
4,1,1,0,1,0,42,1,0,0,1,1,0,0,56.1,3225.3199999999997,0
3,0,1,0,1,1,35,0,0,0,1,1,0,0,19.65,1348.9499999999998,0
1,0,0,0,0,0,2,1,1,0,1,0,0,0,55.05,187.85,0
3,1,0,1,1,0,61,1,1,0,1,1,0,0,94.2,7954.2,1
1,1,0,0,0,0,9,1,1,0,0,0,1,1,74.65,1031.42,0
5,0,0,0,0,0,1,0,0,0,1,0,0,0,20.4,66.31,0
5,0,0,0,1,0,55,1,1,0,1,1,0,0,94.45,6976.650000000001,1
2,0,0,1,1,0,4,1,0,0,0,1,0,0,74.95,421.14,0
3,1,1,0,1,1,68,1,1,0,0,1,0,0,85.5,7714.160000000001,0
2,0,0,0,0,0,11,1,1,0,0,0,0,0,74.55,884.15,0
3,1,1,1,7,0,71,1,1,0,0,1,0,0,92.0,9183.8,1
4,0,2,0,0,1,65,1,1,0,0,0,1,1,104.1,9268.85,1
3,0,2,0,2,0,71,1,1,0,0,1,1,1,93.7,9462.27,0
4,0,1,0,0,1,15,1,0,80,1,0,0,0,55.2,969.0,1
1,1,1,0,1,0,57,1,1,0,0,1,1,1,70.1,6002.35,0
3,0,1,0,0,0,51,1,1,0,1,0,1,1,90.35,5084.26,0
1,0,0,0,0,0,43,1,1,0,0,0,1,1,49.05,2055.91,1
4,0,0,0,1,0,4,0,0,0,1,1,0,0,19.6,210.01,0
1,0,0,0,0,0,6,1,1,0,0,0,1,1,47.95,305.1,1
3,0,0,0,0,0,4,0,0,0,1,0,0,0,19.75,246.06,0
3,1,1,0,0,0,27,1,0,0,0,0,0,0,55.45,2025.48,0
4,0,0,0,8,1,18,0,0,0,1,1,0,0,20.45,619.8,0
5,0,0,1,0,0,1,1,1,0,1,0,0,0,45.85,86.23,0
3,1,2,0,9,1,66,1,1,0,0,1,0,0,59.75,4550.54,0
3,0,1,0,0,0,17,0,1,0,2,0,0,0,20.5,1091.02,0
3,0,2,0,5,1,45,0,1,0,1,1,0,0,24.65,2861.95,0
1,1,0,0,0,0,4,1,1,0,1,0,0,0,60.4,344.27,0
3,0,0,0,0,0,3,0,0,0,0,0,0,0,19.75,132.74,0
4,1,0,0,0,0,18,1,0,30,1,0,0,0,56.25,1608.25,0
3,0,0,0,5,1,2,1,1,0,0,1,0,0,71.65,193.81,0
4,0,0,0,1,0,4,1,1,0,0,1,0,0,25.15,99.95,0
3,0,1,0,0,0,52,0,0,0,1,0,0,0,19.6,1395.33,0
4,0,1,0,0,0,9,0,1,0,2,0,0,0,20.15,601.19,0
3,1,0,0,4,0,50,1,1,0,0,1,1,1,109.65,7134.3,0
2,0,0,1,0,0,51,1,1,0,0,0,0,1,97.8,5907.29,1
5,0,1,0,0,1,7,0,0,0,1,0,0,0,20.05,444.42,0
4,1,2,1,3,1,50,1,1,0,0,1,1,1,75.15,5467.45,1
5,0,1,0,0,1,25,0,0,0,0,0,0,0,19.9,977.2,0
1,0,0,0,0,0,1,1,0,0,0,0,1,1,90.6,122.28,0
1,0,0,0,1,0,11,1,1,0,0,1,0,0,74.95,1063.08,0
4,0,0,0,0,0,8,1,1,0,0,0,0,0,66.65,767.35,0
5,0,2,1,9,0,32,1,1,0,0,1,0,1,93.5,4364.08,1
4,1,0,0,0,0,25,1,0,0,0,0,0,0,74.3,2344.21,0
3,1,1,0,1,1,57,1,0,0,0,1,0,0,53.45,4022.57,0
3,0,0,0,0,0,1,0,0,0,2,0,0,0,20.4,42.519999999999996,0
4,0,2,0,0,0,72,0,0,0,1,0,0,0,25.45,2352.45,0
4,0,0,0,1,1,44,1,1,0,1,1,0,0,61.9,4581.97,1
4,1,2,0,0,0,52,1,1,60,0,0,1,1,109.3,6869.15,1
3,0,0,0,0,0,2,1,1,0,1,0,0,0,45.85,116.53999999999999,0
3,0,1,0,1,1,13,1,1,0,0,1,1,1,64.75,1050.51,0
5,0,0,1,5,0,27,1,0,0,0,1,1,1,83.85,2402.81,1
4,1,1,0,0,0,41,1,1,0,0,0,1,1,79.85,4887.360000000001,1
3,0,2,0,3,1,53,0,0,0,1,1,0,0,25.55,3064.16,0
1,0,0,0,0,0,2,1,0,0,1,0,0,0,70.7,212.82,0
5,0,2,0,0,0,53,0,0,0,1,0,0,0,24.6,3051.7999999999997,0
5,0,0,0,4,1,8,1,1,0,0,1,1,1,94.75,936.67,1
4,0,1,0,0,0,10,0,1,0,1,0,0,0,19.3,639.4000000000001,0
4,1,0,0,0,0,3,1,1,0,0,0,1,1,77.4,339.40999999999997,1
5,0,2,0,5,0,64,0,0,0,1,1,0,0,25.0,2020.6399999999999,0
2,0,0,1,0,0,1,1,1,0,0,0,0,0,69.25,98.93,0
3,0,0,0,0,0,10,1,0,0,0,0,0,0,35.75,389.8,0
3,0,1,1,3,0,20,1,0,0,0,1,0,1,107.05,2723.25,0
2,0,0,1,0,0,2,1,0,0,1,0,0,0,44.95,138.39000000000001,0
2,0,1,0,1,0,39,1,1,0,0,1,0,0,89.55,4851.93,1
3,0,2,0,6,1,52,0,0,0,2,1,0,0,25.75,3920.37,0
3,1,2,1,0,0,72,1,1,0,0,0,0,1,89.85,10190.07,1
3,0,1,0,1,0,44,0,1,0,0,1,0,0,20.5,2070.6499999999996,0
3,0,2,0,4,1,66,1,1,0,1,1,1,1,56.75,3708.4,1
4,0,2,0,1,1,8,0,0,0,1,1,0,0,20.15,188.46,0
2,0,0,0,0,0,4,1,1,0,1,0,0,0,45.3,356.54999999999995,0
5,0,1,0,0,0,28,1,1,0,0,0,0,0,91.25,2866.9700000000003,0
5,0,2,0,0,0,54,0,0,0,1,0,0,0,20.1,2496.95,0
1,0,0,1,0,0,17,1,1,0,0,0,0,0,89.15,2013.19,1
3,0,0,1,0,0,14,1,1,0,0,0,0,0,74.3,1587.23,0
4,1,1,0,0,0,38,1,1,0,0,0,1,1,104.85,4052.17,0
4,0,1,0,9,1,64,1,0,0,1,1,1,1,90.25,8531.55,1
2,0,0,1,0,1,15,1,1,0,2,0,0,0,74.45,1806.75,0
1,1,1,0,1,0,39,1,0,0,1,1,1,1,80.0,4575.25,1
1,1,0,0,0,1,55,1,1,0,0,0,0,0,96.75,7937.2,0
3,1,1,0,7,1,67,1,1,0,0,1,1,1,109.4,7464.360000000001,1
4,1,0,0,0,0,25,1,1,0,0,0,0,0,78.35,2539.15,1
4,0,2,0,0,0,61,1,0,0,1,0,1,1,88.65,6515.63,1
5,0,1,0,0,0,12,0,1,0,0,0,0,0,19.35,419.99,0
3,1,1,0,0,0,33,1,0,0,0,0,0,0,59.4,2292.04,0
4,0,2,0,0,1,72,0,0,0,1,0,0,0,19.9,3828.61,0
3,1,2,0,2,0,72,1,1,0,0,1,1,1,115.55,11868.34,1
1,1,0,1,1,0,1,1,1,0,0,1,0,0,80.3,97.81,0
4,1,2,0,7,1,51,1,0,0,0,1,1,0,34.2,1772.61,0
5,0,1,0,2,0,33,0,0,0,1,1,0,0,20.6,1819.51,0
5,0,2,0,1,0,71,0,1,0,1,1,0,0,24.4,3480.52,0
4,0,0,0,1,0,3,1,0,0,1,1,0,0,25.0,78.25,0
5,0,0,0,3,0,61,1,1,0,0,1,1,1,106.35,8436.78,1
2,0,0,1,0,0,1,1,1,0,0,0,0,0,73.55,110.47,0
4,0,1,0,3,1,40,1,0,0,1,1,1,1,60.3,2448.5,1
5,0,0,0,0,0,1,0,0,0,0,0,0,0,20.65,22.119999999999997,0
5,0,0,0,0,0,3,1,1,0,0,0,1,1,80.35,402.69000000000005,0
4,0,0,0,1,1,3,0,0,0,1,1,0,0,19.65,151.67,0
5,0,0,0,0,0,4,0,0,0,1,0,0,0,19.4,183.56,0
5,0,0,0,0,0,1,0,0,0,0,0,0,0,19.9,31.729999999999997,0
3,1,0,0,0,0,26,1,1,0,1,0,0,0,86.65,3505.37,0
3,1,2,0,10,0,69,1,1,0,1,1,1,1,84.7,9216.43,1
3,1,2,0,7,1,71,1,1,0,0,1,1,1,97.2,9685.69,0
4,1,2,0,5,0,72,1,0,0,0,1,0,0,55.3,5728.88,0
4,1,1,0,8,0,22,1,1,100,1,1,0,0,56.25,1561.16,0
4,0,2,0,1,0,27,0,0,0,0,1,0,0,19.55,1713.6799999999998,0
4,1,1,0,0,0,47,1,0,0,1,0,0,0,39.65,1798.65,0
3,0,0,0,0,0,59,1,1,0,0,0,0,0,64.65,4726.65,1
3,0,1,0,8,0,55,0,0,0,0,1,0,0,19.7,1320.4499999999998,0
3,1,2,0,1,0,57,1,1,0,1,1,0,0,70.35,6860.65,0
5,0,1,1,0,0,66,1,1,0,0,0,0,0,70.85,7643.51,1
2,0,1,0,0,0,12,1,0,0,2,0,1,1,95.5,1532.8700000000001,1
3,0,0,0,0,0,1,0,0,0,1,0,0,0,20.35,64.44,0
5,0,0,0,3,0,16,1,1,0,0,1,1,1,94.65,1629.15,0
3,1,0,0,1,1,22,1,0,0,0,1,0,0,75.0,2427.99,0
3,1,2,0,9,1,72,1,1,0,0,1,1,1,115.8,9361.38,1
3,0,0,0,1,0,21,1,1,120,0,1,1,1,111.2,3198.56,1
5,0,0,0,2,0,17,1,1,0,0,1,1,1,102.55,1914.37,1
5,0,0,0,7,0,17,1,1,0,0,1,0,0,80.5,2130.9700000000003,0
5,0,0,0,0,0,10,1,0,0,0,0,0,0,79.85,953.25,0
3,0,0,1,0,0,8,1,0,0,0,0,0,1,101.35,1132.34,1
5,0,0,0,7,0,25,1,0,0,1,1,0,0,55.55,1695.3,1
5,0,1,0,4,0,48,1,1,0,0,1,1,1,97.05,6979.67,1
5,0,2,0,1,1,27,0,0,0,1,1,0,0,19.9,614.9,0
5,0,1,1,0,0,54,1,0,0,1,0,0,0,72.1,6339.27,0
4,1,2,0,0,1,70,1,1,0,0,0,1,1,114.6,9749.4,1
5,0,0,0,0,0,1,1,1,0,0,0,0,0,24.4,24.4,0
2,0,1,1,0,0,54,1,1,0,1,0,1,1,101.5,7181.56,0
3,1,0,0,0,0,42,1,0,0,1,0,0,0,54.55,3805.77,1
4,1,0,0,0,0,20,1,1,0,0,0,0,0,89.4,2481.55,1
4,0,0,0,0,0,9,1,1,0,1,0,0,0,44.4,696.0,0
4,0,0,0,0,1,1,0,0,0,1,0,0,0,19.55,50.18,0
2,0,0,0,0,0,1,1,1,0,0,0,0,0,59.85,81.9,0
5,0,1,0,7,0,61,1,1,70,0,1,1,1,79.8,6685.48,1
